COMP1110:COMP1600,Score
Polymorphism (computer science):Finite-state machine,0.0
Polymorphism (computer science):Determinism,0.0
Polymorphism (computer science):Nondeterministic finite automaton,0.0
Polymorphism (computer science):Data structure,0.01570840323318591
Polymorphism (computer science):Structure,-0.007692307692307693
Polymorphism (computer science):Principle,0.0
Polymorphism (computer science):Turing machine,0.00728188376207976
Polymorphism (computer science):Machine,0.0
Polymorphism (computer science):Computing,-0.0053475935828877
Polymorphism (computer science):System,0.02531645569620253
Polymorphism (computer science):Specification (technical standard),0.0
Polymorphism (computer science):Software,0.012658227848101266
Polymorphism (computer science):Rigour,0.0
Polymorphism (computer science):Logic,0.0379746835443038
Polymorphism (computer science):Context-free grammar,0.012658227848101266
Polymorphism (computer science):Grammar,0.0
Higher-order function:Recursion,0.06375
Higher-order function:Function (mathematics),0.2150699806949807
Higher-order function:Predicate (mathematical logic),-0.058823529411764705
Higher-order function:First-order logic,0.01136968085106383
Higher-order function:Calculus,0.06965042372881355
Higher-order function:Natural deduction,-0.003605769230769232
Higher-order function:Deductive reasoning,0.03125
Higher-order function:Recursive definition,-0.008765243902439025
Higher-order function:Concept,0.0
Higher-order function:Mathematics,0.15126246882793018
Higher-order function:Mathematical logic,0.13116127760252366
Higher-order function:Mathematical proof,0.0625
Higher-order function:Well-formed formula,-0.015151515151515152
Higher-order function:Proposition,-0.012987012987012988
Higher-order function:Argument,0.0
Higher-order function:Data,0.02144607843137255
Higher-order function:Definition,0.03125
Higher-order function:Data type,0.07216726618705036
Higher-order function:Computation,0.025135869565217392
Higher-order function:Discrete mathematics,0.027065899581589958
Higher-order function:Hoare logic,0.015625
Higher-order function:Description,0.0
Higher-order function:Regular language,0.0
Higher-order function:Language,0.03125
Higher-order function:English language,0.0
Higher-order function:Regular expression,0.0525
Higher-order function:Structural induction,0.0
Higher-order function:Mathematical induction,0.0
Higher-order function:Formal language,0.03125
Higher-order function:Theory,0.0
Higher-order function:Formal grammar,0.015625
Higher-order function:Finite set,0.0
Higher-order function:Finite-state machine,0.0
Higher-order function:Determinism,0.0
Higher-order function:Nondeterministic finite automaton,-0.02
Higher-order function:Data structure,0.08527861445783133
Higher-order function:Structure,0.015625
Higher-order function:Principle,0.015625
Higher-order function:Turing machine,0.0727486559139785
Higher-order function:Machine,0.0
Higher-order function:Computing,0.0361798128342246
Higher-order function:System,0.03125
Higher-order function:Specification (technical standard),0.015625
Higher-order function:Software,0.0
Higher-order function:Rigour,0.0
Higher-order function:Logic,0.023557692307692307
Higher-order function:Context-free grammar,0.0
Higher-order function:Grammar,-0.009345794392523364
Asymptotic analysis:Recursion,-0.01
Asymptotic analysis:Function (mathematics),0.22977799227799225
Asymptotic analysis:Predicate (mathematical logic),0.0
Asymptotic analysis:First-order logic,0.008244680851063831
Asymptotic analysis:Calculus,0.09152542372881356
Asymptotic analysis:Natural deduction,0.0
Asymptotic analysis:Deductive reasoning,0.025
Asymptotic analysis:Recursive definition,-0.04878048780487805
Asymptotic analysis:Concept,-0.008403361344537815
Asymptotic analysis:Mathematics,0.2775561097256858
Asymptotic analysis:Mathematical logic,0.021845425867507887
Asymptotic analysis:Mathematical proof,-0.011494252873563218
Asymptotic analysis:Well-formed formula,0.0
Asymptotic analysis:Proposition,0.0125
Asymptotic analysis:Argument,0.0125
Asymptotic analysis:Data,0.025
Asymptotic analysis:Definition,0.0
Asymptotic analysis:Data type,0.0125
Asymptotic analysis:Computation,0.0032608695652173933
Asymptotic analysis:Discrete mathematics,0.008211297071129706
Asymptotic analysis:Hoare logic,0.0
Asymptotic analysis:Description,0.0125
Asymptotic analysis:Regular language,-0.024085365853658534
Asymptotic analysis:Language,0.0
Asymptotic analysis:English language,0.0
Asymptotic analysis:Regular expression,0.02
Asymptotic analysis:Structural induction,0.0
Asymptotic analysis:Mathematical induction,0.0025280898876404514
Asymptotic analysis:Formal language,0.0125
Asymptotic analysis:Theory,0.006457703927492448
Asymptotic analysis:Formal grammar,-0.023809523809523808
Asymptotic analysis:Finite set,0.011666666666666667
Asymptotic analysis:Finite-state machine,-0.008403361344537815
Asymptotic analysis:Determinism,0.004096638655462186
Asymptotic analysis:Nondeterministic finite automaton,-0.04
Asymptotic analysis:Data structure,-0.012048192771084338
Asymptotic analysis:Structure,0.0
Asymptotic analysis:Principle,0.0
Asymptotic analysis:Turing machine,0.008870967741935486
Asymptotic analysis:Machine,0.0
Asymptotic analysis:Computing,0.0125
Asymptotic analysis:System,0.018243243243243244
Asymptotic analysis:Specification (technical standard),0.0
Asymptotic analysis:Software,-0.00546448087431694
Asymptotic analysis:Rigour,0.0125
Asymptotic analysis:Logic,0.021153846153846155
Asymptotic analysis:Context-free grammar,-0.008064516129032258
Asymptotic analysis:Grammar,0.0
Analysis:Recursion,0.020456852791878172
Analysis:Function (mathematics),0.03288712933382984
Analysis:Predicate (mathematical logic),-0.029411764705882353
Analysis:First-order logic,0.00589696511502322
Analysis:Calculus,0.008431558117525596
Analysis:Natural deduction,0.0005368996485747742
Analysis:Deductive reasoning,0.005682248655201155
Analysis:Recursive definition,0.0
Analysis:Concept,-0.0015782962931365427
Analysis:Mathematics,0.04603972302745674
Analysis:Mathematical logic,0.030456852791878174
Analysis:Mathematical proof,0.008810315654355562
Analysis:Well-formed formula,-0.015151515151515152
Analysis:Proposition,0.02030456852791878
Analysis:Argument,0.02030456852791878
Analysis:Data,0.02030456852791878
Analysis:Definition,0.005076142131979695
Analysis:Data type,0.002958039659642843
Analysis:Computation,0.005076142131979695
Analysis:Discrete mathematics,-0.0024000169912707352
Analysis:Hoare logic,-0.020833333333333332
Analysis:Description,0.0
Analysis:Regular language,0.005076142131979695
Analysis:Language,0.036952829926038655
Analysis:English language,0.02030456852791878
Analysis:Regular expression,7.614213197969493e-05
Analysis:Structural induction,-0.03125
Analysis:Mathematical induction,-0.001083670792220385
Analysis:Formal language,0.001380354439397987
Analysis:Theory,0.006164982287177757
Analysis:Formal grammar,0.0033236644911771827
Analysis:Finite set,-0.013333333333333334
Analysis:Finite-state machine,0.005076142131979695
Analysis:Determinism,0.0017489229194215753
Analysis:Nondeterministic finite automaton,0.0
Analysis:Data structure,0.0
Analysis:Structure,0.017688402967590784
Analysis:Principle,0.005076142131979695
Analysis:Turing machine,0.009852082309917581
Analysis:Machine,0.015228426395939087
Analysis:Computing,0.0
Analysis:System,0.028776238167101113
Analysis:Specification (technical standard),-0.006711409395973154
Analysis:Software,0.03514465618152062
Analysis:Rigour,-0.02857142857142857
Analysis:Logic,0.04814525575946896
Analysis:Context-free grammar,0.01015228426395939
Analysis:Grammar,0.04608852412353527
Abstract data type:Recursion,0.12371134020618557
Abstract data type:Function (mathematics),0.10568005413366238
Abstract data type:Predicate (mathematical logic),0.020618556701030927
Abstract data type:First-order logic,0.016363237552094758
Abstract data type:Calculus,0.010309278350515464
Abstract data type:Natural deduction,0.0006938937351308478
Abstract data type:Deductive reasoning,0.020618556701030927
Abstract data type:Recursive definition,0.010309278350515464
Abstract data type:Concept,0.010309278350515464
Abstract data type:Mathematics,0.1134020618556701
Abstract data type:Mathematical logic,0.05154639175257732
Abstract data type:Mathematical proof,0.025180708614764784
Abstract data type:Well-formed formula,0.010309278350515464
Abstract data type:Proposition,0.010309278350515464
Abstract data type:Argument,0.0
Abstract data type:Data,0.021123913482918942
Abstract data type:Definition,0.0
Abstract data type:Data type,0.057998961655417916
Abstract data type:Computation,0.061855670103092786
Abstract data type:Discrete mathematics,0.0
Abstract data type:Hoare logic,0.030713058419243985
Abstract data type:Description,0.020618556701030927
Abstract data type:Regular language,0.010309278350515464
Abstract data type:Language,0.05154639175257732
Abstract data type:English language,0.0
Abstract data type:Regular expression,0.03623711340206186
Abstract data type:Structural induction,0.010309278350515464
Abstract data type:Mathematical induction,0.05154639175257732
Abstract data type:Formal language,0.042774461928015914
Abstract data type:Theory,0.020618556701030927
Abstract data type:Formal grammar,0.020618556701030927
Abstract data type:Finite set,0.010309278350515464
Abstract data type:Finite-state machine,0.012215195356493113
Abstract data type:Determinism,0.0
Abstract data type:Nondeterministic finite automaton,0.0
Abstract data type:Data structure,0.14755930940255868
Abstract data type:Structure,-0.0049167327517843015
Abstract data type:Principle,0.010309278350515464
Abstract data type:Turing machine,0.04617004766655581
Abstract data type:Machine,0.0
Abstract data type:Computing,0.061855670103092786
Abstract data type:System,0.01386179994427417
Abstract data type:Specification (technical standard),0.013907147305057772
Abstract data type:Software,0.024843670779111034
Abstract data type:Rigour,0.0
Abstract data type:Logic,0.061855670103092786
Abstract data type:Context-free grammar,0.010309278350515464
Abstract data type:Grammar,-0.004672897196261682
Modular programming:Recursion,0.023478260869565216
Modular programming:Function (mathematics),0.0009736444519053214
Modular programming:Predicate (mathematical logic),0.0
Modular programming:First-order logic,0.004440333024976873
Modular programming:Calculus,0.008695652173913044
Modular programming:Natural deduction,0.0
Modular programming:Deductive reasoning,0.0
Modular programming:Recursive definition,0.0
Modular programming:Concept,0.0
Modular programming:Mathematics,0.008695652173913044
Modular programming:Mathematical logic,0.0
Modular programming:Mathematical proof,-0.005747126436781609
Modular programming:Well-formed formula,0.0
Modular programming:Proposition,0.0
Modular programming:Argument,0.0
Modular programming:Data,0.016283034953111678
Modular programming:Definition,0.0
Modular programming:Data type,0.08877072255239288
Modular programming:Computation,0.0
Modular programming:Discrete mathematics,0.0
Modular programming:Hoare logic,-0.041666666666666664
Modular programming:Description,0.0
Modular programming:Regular language,0.008695652173913044
Modular programming:Language,0.2608695652173913
Modular programming:English language,0.017391304347826087
Modular programming:Regular expression,0.04456521739130435
Modular programming:Structural induction,0.0
Modular programming:Mathematical induction,0.0
Modular programming:Formal language,-7.627765064835944e-05
Modular programming:Theory,0.0
Modular programming:Formal grammar,0.043478260869565216
Modular programming:Finite set,0.0
Modular programming:Finite-state machine,0.008695652173913044
Modular programming:Determinism,0.0
Modular programming:Nondeterministic finite automaton,0.0
Modular programming:Data structure,0.02535358826610791
Modular programming:Structure,-0.015384615384615385
Modular programming:Principle,0.017391304347826087
Modular programming:Turing machine,-0.002057035998129968
Modular programming:Machine,0.0
Modular programming:Computing,0.027435480120902113
Modular programming:System,0.034782608695652174
Modular programming:Specification (technical standard),0.010679894951852932
Modular programming:Software,0.03131385127108577
Modular programming:Rigour,0.0
Modular programming:Logic,-0.0038461538461538464
Modular programming:Context-free grammar,0.02608695652173913
Modular programming:Grammar,0.0
Functional programming:Recursion,-0.004865900383141775
Functional programming:Function (mathematics),0.0341277237828962
Functional programming:Predicate (mathematical logic),-0.054992111787243635
Functional programming:First-order logic,-0.015309366593299095
Functional programming:Calculus,0.0018020650691603357
Functional programming:Natural deduction,-0.023135867963454175
Functional programming:Deductive reasoning,0.01532567049808429
Functional programming:Recursive definition,-0.06167647883375385
Functional programming:Concept,-0.008403361344537815
Functional programming:Mathematics,0.07182235980928904
Functional programming:Mathematical logic,0.03606608893240025
Functional programming:Mathematical proof,0.02681992337164751
Functional programming:Well-formed formula,-0.03779171020550331
Functional programming:Proposition,-0.01831119072498383
Functional programming:Argument,0.0038314176245210726
Functional programming:Data,-0.0009015100292990783
Functional programming:Definition,-0.010855683269476373
Functional programming:Data type,0.021417348879517073
Functional programming:Computation,-0.04481092786939863
Functional programming:Discrete mathematics,-0.013257666843008064
Functional programming:Hoare logic,-0.013170498084291188
Functional programming:Description,0.0
Functional programming:Regular language,0.007662835249042145
Functional programming:Language,0.12278047447939651
Functional programming:English language,0.0
Functional programming:Regular expression,-0.03019157088122606
Functional programming:Structural induction,-0.08225574712643678
Functional programming:Mathematical induction,-0.03344956735115588
Functional programming:Formal language,0.015829804396047593
Functional programming:Theory,0.004641687212788369
Functional programming:Formal grammar,-0.016967706622879036
Functional programming:Finite set,0.007662835249042145
Functional programming:Finite-state machine,-0.021378666409092372
Functional programming:Determinism,-0.004201680672268907
Functional programming:Nondeterministic finite automaton,-0.04
Functional programming:Data structure,-0.03785255966394313
Functional programming:Structure,-0.0077807250221043345
Functional programming:Principle,0.007662835249042145
Functional programming:Turing machine,-0.002410085279940674
Functional programming:Machine,0.0
Functional programming:Computing,-0.013645583625299648
Functional programming:System,0.01623174899036968
Functional programming:Specification (technical standard),0.001902851706137982
Functional programming:Software,-0.018528986872683877
Functional programming:Rigour,0.0038314176245210726
Functional programming:Logic,0.02670203359858532
Functional programming:Context-free grammar,-0.024996910147077
Functional programming:Grammar,-0.0008414795717406093
Paradigm:Recursion,0.0
Paradigm:Function (mathematics),0.00594291770762359
Paradigm:Predicate (mathematical logic),0.0
Paradigm:First-order logic,-0.00425531914893617
Paradigm:Calculus,0.02650382186773014
Paradigm:Natural deduction,0.0
Paradigm:Deductive reasoning,0.034094234708808895
Paradigm:Recursive definition,0.0
Paradigm:Concept,0.04341736694677872
Paradigm:Mathematics,0.03904454549899761
Paradigm:Mathematical logic,0.006989546607286448
Paradigm:Mathematical proof,0.013860716700473293
Paradigm:Well-formed formula,0.0
Paradigm:Proposition,0.00980392156862745
Paradigm:Argument,0.006606990622335891
Paradigm:Data,0.0
Paradigm:Definition,0.0005446623093681921
Paradigm:Data type,-0.007194244604316547
Paradigm:Computation,-0.021739130434782608
Paradigm:Discrete mathematics,-0.0041841004184100415
Paradigm:Hoare logic,-0.020833333333333332
Paradigm:Description,0.029411764705882353
Paradigm:Regular language,0.0
Paradigm:Language,0.026418611320213642
Paradigm:English language,-0.0033222591362126247
Paradigm:Regular expression,0.0
Paradigm:Structural induction,0.0
Paradigm:Mathematical induction,-0.011235955056179775
Paradigm:Formal language,0.00980392156862745
Paradigm:Theory,0.06782773532373675
Paradigm:Formal grammar,0.0196078431372549
Paradigm:Finite set,0.0
Paradigm:Finite-state machine,-0.015406162464985995
Paradigm:Determinism,0.022408963585434174
Paradigm:Nondeterministic finite automaton,0.0
Paradigm:Data structure,-0.002244271202456887
Paradigm:Structure,0.0196078431372549
Paradigm:Principle,0.030837789661319073
Paradigm:Turing machine,-0.010752688172043012
Paradigm:Machine,0.006459439963276281
Paradigm:Computing,0.0142602495543672
Paradigm:System,0.01589825119236884
Paradigm:Specification (technical standard),-0.006711409395973154
Paradigm:Software,0.0
Paradigm:Rigour,-0.05714285714285714
Paradigm:Logic,0.08650075414781297
Paradigm:Context-free grammar,0.0
Paradigm:Grammar,0.0392156862745098
Solution:Recursion,0.0
Solution:Function (mathematics),0.0
Solution:Predicate (mathematical logic),0.0
Solution:First-order logic,0.0
Solution:Calculus,0.0
Solution:Natural deduction,0.0
Solution:Deductive reasoning,0.0
Solution:Recursive definition,0.0
Solution:Concept,0.0
Solution:Mathematics,0.06893480584253651
Solution:Mathematical logic,-0.0031545741324921135
Solution:Mathematical proof,0.0
Solution:Well-formed formula,0.0
Solution:Proposition,0.0
Solution:Argument,0.0
Solution:Data,0.0
Solution:Definition,0.0
Solution:Data type,0.0
Solution:Computation,0.0
Solution:Discrete mathematics,0.0
Solution:Hoare logic,0.0
Solution:Description,0.0
Solution:Regular language,0.0
Solution:Language,0.0
Solution:English language,0.0
Solution:Regular expression,0.0
Solution:Structural induction,0.0
Solution:Mathematical induction,0.0
Solution:Formal language,0.0
Solution:Theory,0.0
Solution:Formal grammar,0.0
Solution:Finite set,0.0
Solution:Finite-state machine,0.0
Solution:Determinism,0.0
Solution:Nondeterministic finite automaton,0.0
Solution:Data structure,0.0
Solution:Structure,0.0
Solution:Principle,0.0
Solution:Turing machine,0.0
Solution:Machine,0.0
Solution:Computing,0.0
Solution:System,0.0
Solution:Specification (technical standard),0.0
Solution:Software,0.0
Solution:Rigour,0.0
Solution:Logic,0.06758241758241758
Solution:Context-free grammar,0.0
Solution:Grammar,0.0
Imperative programming:Recursion,0.013191489361702127
Imperative programming:Function (mathematics),0.010720446890659659
Imperative programming:Predicate (mathematical logic),0.0
Imperative programming:First-order logic,-0.01276595744680851
Imperative programming:Calculus,0.01280201947349441
Imperative programming:Natural deduction,-0.019230769230769232
Imperative programming:Deductive reasoning,0.010638297872340425
Imperative programming:Recursive definition,-0.024390243902439025
Imperative programming:Concept,0.012873234400143036
Imperative programming:Mathematics,0.04571019260359739
Imperative programming:Mathematical logic,0.022451171219544933
Imperative programming:Mathematical proof,0.010638297872340425
Imperative programming:Well-formed formula,-0.015151515151515152
Imperative programming:Proposition,0.0
Imperative programming:Argument,0.0
Imperative programming:Data,0.0229453483521068
Imperative programming:Definition,0.0
Imperative programming:Data type,0.03038420327567734
Imperative programming:Computation,-0.012488436632747457
Imperative programming:Discrete mathematics,-0.008368200836820083
Imperative programming:Hoare logic,-0.05186170212765957
Imperative programming:Description,0.0
Imperative programming:Regular language,-0.012195121951219513
Imperative programming:Language,0.16838461239254734
Imperative programming:English language,0.0
Imperative programming:Regular expression,0.0044680851063829685
Imperative programming:Structural induction,-0.03125
Imperative programming:Mathematical induction,-0.011833612240019125
Imperative programming:Formal language,0.007465472191116089
Imperative programming:Theory,0.010638297872340425
Imperative programming:Formal grammar,0.005572441742654512
Imperative programming:Finite set,0.010638297872340425
Imperative programming:Finite-state machine,-0.012336849633470408
Imperative programming:Determinism,0.0
Imperative programming:Nondeterministic finite automaton,-0.04
Imperative programming:Data structure,0.0362727505767752
Imperative programming:Structure,-0.03076923076923077
Imperative programming:Principle,0.0
Imperative programming:Turing machine,0.03157172271791352
Imperative programming:Machine,0.007293816266989255
Imperative programming:Computing,0.010467629992035495
Imperative programming:System,-0.002875215641173089
Imperative programming:Specification (technical standard),0.014565186348707695
Imperative programming:Software,0.01464945936519009
Imperative programming:Rigour,0.0
Imperative programming:Logic,0.005891980360065465
Imperative programming:Context-free grammar,-0.002916952642415923
Imperative programming:Grammar,0.005965400676078743
Variable (computer science):Recursion,0.02061224489795918
Variable (computer science):Function (mathematics),0.06756756756756756
Variable (computer science):Predicate (mathematical logic),-0.029411764705882353
Variable (computer science):First-order logic,0.0016934433347807198
Variable (computer science):Calculus,0.02040816326530612
Variable (computer science):Natural deduction,-0.009615384615384616
Variable (computer science):Deductive reasoning,0.0
Variable (computer science):Recursive definition,0.0
Variable (computer science):Concept,0.02040816326530612
Variable (computer science):Mathematics,0.04081632653061224
Variable (computer science):Mathematical logic,0.027457670765467068
Variable (computer science):Mathematical proof,0.01020408163265306
Variable (computer science):Well-formed formula,-0.0049474335188620915
Variable (computer science):Proposition,0.007421150278293133
Variable (computer science):Argument,0.0
Variable (computer science):Data,0.03101240496198479
Variable (computer science):Definition,0.0
Variable (computer science):Data type,0.11173102334458965
Variable (computer science):Computation,0.01020408163265306
Variable (computer science):Discrete mathematics,-0.0041841004184100415
Variable (computer science):Hoare logic,-0.010629251700680272
Variable (computer science):Description,0.0
Variable (computer science):Regular language,0.0
Variable (computer science):Language,0.06960041786367198
Variable (computer science):English language,0.01020408163265306
Variable (computer science):Regular expression,0.01581632653061224
Variable (computer science):Structural induction,0.0
Variable (computer science):Mathematical induction,-0.0010318734235267146
Variable (computer science):Formal language,0.03204439670605084
Variable (computer science):Theory,0.0
Variable (computer science):Formal grammar,0.01020408163265306
Variable (computer science):Finite set,0.01020408163265306
Variable (computer science):Finite-state machine,0.0018007202881152456
Variable (computer science):Determinism,0.0
Variable (computer science):Nondeterministic finite automaton,-0.02
Variable (computer science):Data structure,-0.01475288910745022
Variable (computer science):Structure,-0.007692307692307693
Variable (computer science):Principle,0.0
Variable (computer science):Turing machine,-0.005376344086021506
Variable (computer science):Machine,0.0
Variable (computer science):Computing,0.08163265306122448
Variable (computer science):System,0.0
Variable (computer science):Specification (technical standard),0.01020408163265306
Variable (computer science):Software,0.0040147206423553
Variable (computer science):Rigour,0.0
Variable (computer science):Logic,0.016562009419152274
Variable (computer science):Context-free grammar,0.01020408163265306
Variable (computer science):Grammar,0.0
Data structure:Recursion,0.09253012048192771
Data structure:Function (mathematics),0.029352932967390798
Data structure:Predicate (mathematical logic),0.0
Data structure:First-order logic,-0.009228402973596513
Data structure:Calculus,-0.00423728813559322
Data structure:Natural deduction,-0.009615384615384616
Data structure:Deductive reasoning,0.024096385542168676
Data structure:Recursive definition,0.012048192771084338
Data structure:Concept,0.024096385542168676
Data structure:Mathematics,0.07186852146741579
Data structure:Mathematical logic,0.012048192771084338
Data structure:Mathematical proof,-0.005747126436781609
Data structure:Well-formed formula,-0.030303030303030304
Data structure:Proposition,0.0
Data structure:Argument,0.0
Data structure:Data,0.02551381998582565
Data structure:Definition,0.0
Data structure:Data type,0.07532287423073589
Data structure:Computation,0.014405447878470402
Data structure:Discrete mathematics,-0.04184100418410042
Data structure:Hoare logic,-0.020833333333333332
Data structure:Description,0.0
Data structure:Regular language,-0.024537173082574196
Data structure:Language,0.10660558137485959
Data structure:English language,0.012048192771084338
Data structure:Regular expression,-0.021807228915662655
Data structure:Structural induction,-0.03125
Data structure:Mathematical induction,0.03695681602815758
Data structure:Formal language,-0.01321073768759247
Data structure:Theory,-0.0030211480362537764
Data structure:Formal grammar,-0.02352266207687894
Data structure:Finite set,0.0
Data structure:Finite-state machine,-0.0047585299179912915
Data structure:Determinism,0.0
Data structure:Nondeterministic finite automaton,0.0
Data structure:Data structure,0.0
Data structure:Structure,0.02715477293790547
Data structure:Principle,0.0
Data structure:Turing machine,0.009262857883145483
Data structure:Machine,0.012048192771084338
Data structure:Computing,0.03756201275691
Data structure:System,-0.013513513513513514
Data structure:Specification (technical standard),0.003962157354249214
Data structure:Software,0.019882809928237544
Data structure:Rigour,-0.014285714285714285
Data structure:Logic,0.02460611677479147
Data structure:Context-free grammar,-0.008161678973960355
Data structure:Grammar,-0.004672897196261682
Algorithm:Recursion,-0.03202898550724637
Algorithm:Function (mathematics),-0.03082088299479603
Algorithm:Predicate (mathematical logic),-0.08823529411764706
Algorithm:First-order logic,-0.054579093432007404
Algorithm:Calculus,-0.021861950380741835
Algorithm:Natural deduction,-0.020150501672240806
Algorithm:Deductive reasoning,-0.006662340471555266
Algorithm:Recursive definition,-0.11905266878755744
Algorithm:Concept,-0.04201680672268908
Algorithm:Mathematics,0.024887057718023783
Algorithm:Mathematical logic,0.004681570886481051
Algorithm:Mathematical proof,-0.03698150924537731
Algorithm:Well-formed formula,-0.04255599472990777
Algorithm:Proposition,-0.014379823075475251
Algorithm:Argument,0.0007246376811594207
Algorithm:Data,-0.09045183290707588
Algorithm:Definition,-0.012721417069243155
Algorithm:Data type,-0.09771660932123867
Algorithm:Computation,-0.13043478260869565
Algorithm:Discrete mathematics,-0.11907100842883998
Algorithm:Hoare logic,-0.14003623188405798
Algorithm:Description,0.002898550724637681
Algorithm:Regular language,-0.10166136443973135
Algorithm:Language,0.014047637972604192
Algorithm:English language,0.005373393037700419
Algorithm:Regular expression,-0.06971014492753623
Algorithm:Structural induction,-0.11340579710144927
Algorithm:Mathematical induction,-0.04966617814688161
Algorithm:Formal language,-0.06483600305110601
Algorithm:Theory,-0.033477823022023734
Algorithm:Formal grammar,-0.09265010351966874
Algorithm:Finite set,-0.015072463768115944
Algorithm:Finite-state machine,-0.09706491292169041
Algorithm:Determinism,-0.005212519790524905
Algorithm:Nondeterministic finite automaton,-0.10840579710144926
Algorithm:Data structure,-0.15219137419242187
Algorithm:Structure,-0.07402452619843924
Algorithm:Principle,0.002898550724637681
Algorithm:Turing machine,-0.08508648901355775
Algorithm:Machine,-0.008026755852842809
Algorithm:Computing,-0.09980624660931567
Algorithm:System,-0.04341950646298473
Algorithm:Specification (technical standard),-0.03355704697986577
Algorithm:Software,-0.08643383226419578
Algorithm:Rigour,-0.03706004140786749
Algorithm:Logic,0.0350613154960981
Algorithm:Context-free grammar,-0.0839177185600748
Algorithm:Grammar,0.009819856426926725
Conditional (computer programming):Recursion,0.07272727272727272
Conditional (computer programming):Function (mathematics),0.045454545454545456
Conditional (computer programming):Predicate (mathematical logic),0.00909090909090909
Conditional (computer programming):First-order logic,0.00909090909090909
Conditional (computer programming):Calculus,0.00909090909090909
Conditional (computer programming):Natural deduction,0.00909090909090909
Conditional (computer programming):Deductive reasoning,0.00909090909090909
Conditional (computer programming):Recursive definition,0.00909090909090909
Conditional (computer programming):Concept,0.0
Conditional (computer programming):Mathematics,0.02727272727272727
Conditional (computer programming):Mathematical logic,0.01818181818181818
Conditional (computer programming):Mathematical proof,0.01818181818181818
Conditional (computer programming):Well-formed formula,0.0
Conditional (computer programming):Proposition,0.0
Conditional (computer programming):Argument,0.0
Conditional (computer programming):Data,0.00837789661319073
Conditional (computer programming):Definition,0.00909090909090909
Conditional (computer programming):Data type,0.14015696533682145
Conditional (computer programming):Computation,-0.003557312252964427
Conditional (computer programming):Discrete mathematics,0.0
Conditional (computer programming):Hoare logic,-0.011742424242424242
Conditional (computer programming):Description,0.00909090909090909
Conditional (computer programming):Regular language,0.00909090909090909
Conditional (computer programming):Language,0.23636363636363636
Conditional (computer programming):English language,0.00909090909090909
Conditional (computer programming):Regular expression,0.095
Conditional (computer programming):Structural induction,0.0
Conditional (computer programming):Mathematical induction,0.00909090909090909
Conditional (computer programming):Formal language,0.02727272727272727
Conditional (computer programming):Theory,0.0
Conditional (computer programming):Formal grammar,0.04264069264069264
Conditional (computer programming):Finite set,0.0
Conditional (computer programming):Finite-state machine,0.0
Conditional (computer programming):Determinism,0.0
Conditional (computer programming):Nondeterministic finite automaton,0.00909090909090909
Conditional (computer programming):Data structure,0.10613362541073385
Conditional (computer programming):Structure,0.0
Conditional (computer programming):Principle,0.0
Conditional (computer programming):Turing machine,0.02727272727272727
Conditional (computer programming):Machine,0.0
Conditional (computer programming):Computing,0.03101604278074866
Conditional (computer programming):System,0.00909090909090909
Conditional (computer programming):Specification (technical standard),0.00909090909090909
Conditional (computer programming):Software,0.0
Conditional (computer programming):Rigour,0.0
Conditional (computer programming):Logic,0.01818181818181818
Conditional (computer programming):Context-free grammar,0.028299120234604104
Conditional (computer programming):Grammar,-0.004672897196261682
Iteration:Recursion,0.04407407407407407
Iteration:Function (mathematics),0.21063921063921062
Iteration:Predicate (mathematical logic),0.0
Iteration:First-order logic,-0.00425531914893617
Iteration:Calculus,0.06559949780288762
Iteration:Natural deduction,0.0
Iteration:Deductive reasoning,0.1111111111111111
Iteration:Recursive definition,-0.024390243902439025
Iteration:Concept,0.0
Iteration:Mathematics,0.13069178904590376
Iteration:Mathematical logic,0.1111111111111111
Iteration:Mathematical proof,0.031289910600255426
Iteration:Well-formed formula,0.0
Iteration:Proposition,0.0
Iteration:Argument,0.0
Iteration:Data,0.017429193899782133
Iteration:Definition,0.037037037037037035
Iteration:Data type,0.0010658140154543028
Iteration:Computation,0.05233494363929146
Iteration:Discrete mathematics,0.032852936618626996
Iteration:Hoare logic,0.0
Iteration:Description,0.037037037037037035
Iteration:Regular language,0.0
Iteration:Language,0.037037037037037035
Iteration:English language,0.0
Iteration:Regular expression,-0.015
Iteration:Structural induction,0.037037037037037035
Iteration:Mathematical induction,0.0628381190178943
Iteration:Formal language,0.028265107212475632
Iteration:Theory,-0.006042296072507553
Iteration:Formal grammar,-0.011904761904761904
Iteration:Finite set,0.0
Iteration:Finite-state machine,0.06567071272953626
Iteration:Determinism,0.020230314347961405
Iteration:Nondeterministic finite automaton,-0.02
Iteration:Data structure,0.08701472556894244
Iteration:Structure,-0.015384615384615385
Iteration:Principle,0.0
Iteration:Turing machine,0.1057347670250896
Iteration:Machine,-0.006688963210702341
Iteration:Computing,0.026341849871261633
Iteration:System,-0.006756756756756757
Iteration:Specification (technical standard),0.0
Iteration:Software,0.031572556162720096
Iteration:Rigour,0.0
Iteration:Logic,0.18518518518518517
Iteration:Context-free grammar,0.0
Iteration:Grammar,0.0
Eager evaluation:Recursion,-0.01
Eager evaluation:Function (mathematics),-0.003861003861003861
Eager evaluation:Predicate (mathematical logic),0.0
Eager evaluation:First-order logic,0.0
Eager evaluation:Calculus,0.0
Eager evaluation:Natural deduction,0.0
Eager evaluation:Deductive reasoning,0.0
